onset	duration	begsample	endsample	offset	type
9.285	0.105	1858	1878	0	stimulation
9.825	0.105	1966	1986	0	stimulation
10.365	0.105	2074	2094	0	stimulation
10.595	0.105	2120	2140	0	stimulation
35.455	0.105	7092	7112	0	stimulation
35.995	0.105	7200	7220	0	stimulation
36.535	0.105	7308	7328	0	stimulation
36.765	0.105	7354	7374	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.165	0.105	12434	12454	0	stimulation
62.39	0.105	12479	12499	0	stimulation
62.925	0.105	12586	12606	0	stimulation
88.435	0.105	17688	17708	0	stimulation
88.975	0.105	17796	17816	0	stimulation
89.835	0.105	17968	17988	0	stimulation
