onset	duration	begsample	endsample	offset	type
2.945	0.105	590	610	0	stimulation
6.515	0.105	1304	1324	0	stimulation
7.52	0.105	1505	1525	0	stimulation
8.525	0.105	1706	1726	0	stimulation
9.53	0.105	1907	1927	0	stimulation
16.94	0.105	3389	3409	0	stimulation
17.945	0.105	3590	3610	0	stimulation
18.95	0.105	3791	3811	0	stimulation
19.955	0.105	3992	4012	0	stimulation
20.96	0.105	4193	4213	0	stimulation
35.735	0.105	7148	7168	0	stimulation
36.74	0.105	7349	7369	0	stimulation
37.745	0.105	7550	7570	0	stimulation
38.75	0.105	7751	7771	0	stimulation
45.52	0.105	9105	9125	0	stimulation
46.525	0.105	9306	9326	0	stimulation
47.53	0.105	9507	9527	0	stimulation
48.535	0.105	9708	9728	0	stimulation
49.865	0.105	9974	9994	0	stimulation
50.87	0.105	10175	10195	0	stimulation
51.875	0.105	10376	10396	0	stimulation
52.88	0.105	10577	10597	0	stimulation
61.57	0.105	12315	12335	0	stimulation
62.575	0.105	12516	12536	0	stimulation
63.58	0.105	12717	12737	0	stimulation
64.585	0.105	12918	12938	0	stimulation
65.91	0.105	13183	13203	0	stimulation
