onset	duration	begsample	endsample	offset	type
16.66	0.105	3333	3353	0	stimulation
17.31	0.105	3463	3483	0	stimulation
17.96	0.105	3593	3613	0	stimulation
32.05	0.105	6411	6431	0	stimulation
32.7	0.105	6541	6561	0	stimulation
33.35	0.105	6671	6691	0	stimulation
34	0.105	6801	6821	0	stimulation
34.65	0.105	6931	6951	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
66.43	0.105	13287	13307	0	stimulation
67.08	0.105	13417	13437	0	stimulation
67.73	0.105	13547	13567	0	stimulation
68.38	0.105	13677	13697	0	stimulation
68.99	0.105	13799	13819	0	stimulation
