onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.635	0.105	12128	12148	0	stimulation
61.285	0.105	12258	12278	0	stimulation
68.06	0.105	13613	13633	0	stimulation
68.71	0.105	13743	13763	0	stimulation
69.36	0.105	13873	13893	0	stimulation
70.01	0.105	14003	14023	0	stimulation
72.585	0.105	14518	14538	0	stimulation
73.235	0.105	14648	14668	0	stimulation
73.885	0.105	14778	14798	0	stimulation
74.535	0.105	14908	14928	0	stimulation
75.185	0.105	15038	15058	0	stimulation
