onset	duration	begsample	endsample	offset	type
12.805	0.105	2562	2582	0	stimulation
13.185	0.105	2638	2658	0	stimulation
13.57	0.105	2715	2735	0	stimulation
13.95	0.105	2791	2811	0	stimulation
27.455	0.105	5492	5512	0	stimulation
27.835	0.105	5568	5588	0	stimulation
28.06	0.105	5613	5633	0	stimulation
28.435	0.105	5688	5708	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.605	0.105	12522	12542	0	stimulation
84.275	0.105	16856	16876	0	stimulation
84.655	0.105	16932	16952	0	stimulation
84.88	0.105	16977	16997	0	stimulation
85.255	0.105	17052	17072	0	stimulation
