onset	duration	begsample	endsample	offset	type
4.345	0.105	870	890	0	stimulation
4.725	0.105	946	966	0	stimulation
5.105	0.104999999999999	1022	1042	0	stimulation
5.485	0.105	1098	1118	0	stimulation
16.755	0.105	3352	3372	0	stimulation
17.135	0.105	3428	3448	0	stimulation
17.515	0.105	3504	3524	0	stimulation
17.895	0.105	3580	3600	0	stimulation
27.085	0.105	5418	5438	0	stimulation
27.465	0.105	5494	5514	0	stimulation
27.845	0.105	5570	5590	0	stimulation
28.225	0.105	5646	5666	0	stimulation
41.735	0.105	8348	8368	0	stimulation
42.115	0.105	8424	8444	0	stimulation
42.495	0.105	8500	8520	0	stimulation
42.875	0.105	8576	8596	0	stimulation
63.265	0.105	12654	12674	0	stimulation
63.645	0.105	12730	12750	0	stimulation
63.87	0.105	12775	12795	0	stimulation
64.245	0.105	12850	12870	0	stimulation
80.315	0.105	16064	16084	0	stimulation
80.695	0.105	16140	16160	0	stimulation
81.075	0.105	16216	16236	0	stimulation
81.455	0.105	16292	16312	0	stimulation
