onset	duration	begsample	endsample	offset	type
6.74	0.105	1349	1369	0	stimulation
7.71	0.105	1543	1563	0	stimulation
20.165	0.105	4034	4054	0	stimulation
21.135	0.105	4228	4248	0	stimulation
22.105	0.105	4422	4442	0	stimulation
23.075	0.105	4616	4636	0	stimulation
29.17	0.105	5835	5855	0	stimulation
30.14	0.105	6029	6049	0	stimulation
31.11	0.105	6223	6243	0	stimulation
32.08	0.105	6417	6437	0	stimulation
63.135	0.105	12628	12648	0	stimulation
64.105	0.105	12822	12842	0	stimulation
82.36	0.105	16473	16493	0	stimulation
83.33	0.105	16667	16687	0	stimulation
84.3	0.105	16861	16881	0	stimulation
84.715	0.105	16944	16964	0	stimulation
92.005	0.105	18402	18422	0	stimulation
