onset	duration	begsample	endsample	offset	type
0.18	0.105	37	57	0	stimulation
1.15	0.105	231	251	0	stimulation
2.12	0.105	425	445	0	stimulation
25.495	0.105	5100	5120	0	stimulation
26.465	0.105	5294	5314	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.53	0.105	12507	12527	0	stimulation
63.5	0.105	12701	12721	0	stimulation
71.315	0.105	14264	14284	0	stimulation
72.285	0.105	14458	14478	0	stimulation
77.74	0.105	15549	15569	0	stimulation
78.71	0.105	15743	15763	0	stimulation
79.68	0.105	15937	15957	0	stimulation
80.65	0.105	16131	16151	0	stimulation
