onset	duration	begsample	endsample	offset	type
7.755	0.105	1552	1572	0	stimulation
8.295	0.105	1660	1680	0	stimulation
8.84	0.105	1769	1789	0	stimulation
9.38	0.105	1877	1897	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.345	0.105	12270	12290	0	stimulation
61.885	0.105	12378	12398	0	stimulation
62.425	0.105	12486	12506	0	stimulation
78.335	0.105	15668	15688	0	stimulation
78.875	0.105	15776	15796	0	stimulation
79.415	0.105	15884	15904	0	stimulation
79.955	0.105	15992	16012	0	stimulation
