onset	duration	begsample	endsample	offset	type
0.095	0.105	20	40	0	stimulation
1.1	0.105	221	241	0	stimulation
1.795	0.105	360	380	0	stimulation
2.79	0.105	559	579	0	stimulation
32.285	0.105	6458	6478	0	stimulation
33.29	0.105	6659	6679	0	stimulation
33.98	0.105	6797	6817	0	stimulation
34.98	0.105	6997	7017	0	stimulation
35.675	0.105	7136	7156	0	stimulation
57.48	0.105	11497	11517	0	stimulation
58.485	0.105	11698	11718	0	stimulation
59.49	0.105	11899	11919	0	stimulation
60.83	0.105	12167	12187	0	stimulation
62.79	0.105	12559	12579	0	stimulation
63.795	0.105	12760	12780	0	stimulation
64.8	0.105	12961	12981	0	stimulation
77.01	0.105	15403	15423	0	stimulation
78.015	0.105	15604	15624	0	stimulation
79.02	0.105	15805	15825	0	stimulation
79.735	0.105	15948	15968	0	stimulation
80.71	0.105	16143	16163	0	stimulation
