onset	duration	begsample	endsample	offset	type
-0.005	0.105	0	20	0	stimulation
38.305	0.105	7662	7682	0	stimulation
39.05	0.105	7811	7831	0	stimulation
39.48	0.105	7897	7917	0	stimulation
40.22	0.105	8045	8065	0	stimulation
40.655	0.105	8132	8152	0	stimulation
63.16	0.105	12633	12653	0	stimulation
63.905	0.105	12782	12802	0	stimulation
64.65	0.105	12931	12951	0	stimulation
65.085	0.105	13018	13038	0	stimulation
65.83	0.105	13167	13187	0	stimulation
80.655	0.105	16132	16152	0	stimulation
81.4	0.105	16281	16301	0	stimulation
82.145	0.105	16430	16450	0	stimulation
82.58	0.105	16517	16537	0	stimulation
83.315	0.105	16664	16684	0	stimulation
