onset	duration	begsample	endsample	offset	type
6.75	0.105	1351	1371	0	stimulation
7.72	0.105	1545	1565	0	stimulation
8.69	0.105	1739	1759	0	stimulation
33.345	0.105	6670	6690	0	stimulation
34.315	0.105	6864	6884	0	stimulation
35.285	0.105	7058	7078	0	stimulation
36.255	0.105	7252	7272	0	stimulation
62.19	0.105	12439	12459	0	stimulation
63.16	0.105	12633	12653	0	stimulation
