onset	duration	begsample	endsample	offset	type
4.845	0.105	970	990	0	stimulation
5.705	0.105	1142	1162	0	stimulation
6.565	0.105	1314	1334	0	stimulation
7.425	0.105	1486	1506	0	stimulation
8.285	0.105	1658	1678	0	stimulation
28.99	0.105	5799	5819	0	stimulation
61.215	0.105	12244	12264	0	stimulation
62.075	0.105	12416	12436	0	stimulation
62.935	0.105	12588	12608	0	stimulation
63.795	0.105	12760	12780	0	stimulation
80.02	0.105	16005	16025	0	stimulation
80.88	0.105	16177	16197	0	stimulation
81.74	0.105	16349	16369	0	stimulation
