onset	duration	begsample	endsample	offset	type
2.405	0.105	482	502	0	stimulation
2.785	0.105	558	578	0	stimulation
3.01	0.105	603	623	0	stimulation
3.385	0.105	678	698	0	stimulation
32.095	0.105	6420	6440	0	stimulation
32.4749	0.105	6495.98	6515.98	0	stimulation
32.7	0.105	6541	6561	0	stimulation
33.075	0.105	6616	6636	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.61	0.105	12523	12543	0	stimulation
78.355	0.105	15672	15692	0	stimulation
78.735	0.105	15748	15768	0	stimulation
79.115	0.105	15824	15844	0	stimulation
79.495	0.105	15900	15920	0	stimulation
