onset	duration	begsample	endsample	offset	type
18.245	0.105	3650	3670	0	stimulation
18.895	0.105	3780	3800	0	stimulation
19.545	0.105	3910	3930	0	stimulation
20.195	0.105	4040	4060	0	stimulation
41.015	0.105	8204	8224	0	stimulation
41.665	0.105	8334	8354	0	stimulation
42.315	0.105	8464	8484	0	stimulation
42.965	0.105	8594	8614	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
