onset	duration	begsample	endsample	offset	type
12.805	0.105	2562	2582	0	stimulation
28.82	0.105	5765	5785	0	stimulation
29.47	0.105	5895	5915	0	stimulation
30.12	0.105	6025	6045	0	stimulation
30.455	0.105	6092	6112	0	stimulation
31.1	0.105	6221	6241	0	stimulation
50.32	0.105	10065	10085	0	stimulation
50.97	0.105	10195	10215	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
64.1249	0.105	12825.98	12845.98	0	stimulation
64.465	0.105	12894	12914	0	stimulation
65.105	0.105	13022	13042	0	stimulation
