onset	duration	begsample	endsample	offset	type
0.335	0.105	68	88	0	stimulation
0.755	0.105	152	172	0	stimulation
1.805	0.105	362	382	0	stimulation
2.23	0.105	447	467	0	stimulation
30.805	0.105	6162	6182	0	stimulation
31.86	0.105	6373	6393	0	stimulation
32.915	0.105	6584	6604	0	stimulation
33.97	0.105	6795	6815	0	stimulation
35.025	0.105	7006	7026	0	stimulation
82.81	0.105	16563	16583	0	stimulation
83.865	0.105	16774	16794	0	stimulation
84.285	0.105	16858	16878	0	stimulation
85.335	0.105	17068	17088	0	stimulation
85.76	0.105	17153	17173	0	stimulation
