onset	duration	begsample	endsample	offset	type
26.24	0.105	5249	5269	0	stimulation
26.89	0.105	5379	5399	0	stimulation
27.54	0.105	5509	5529	0	stimulation
42.59	0.105	8519	8539	0	stimulation
43.24	0.105	8649	8669	0	stimulation
43.58	0.105	8717	8737	0	stimulation
44.22	0.105	8845	8865	0	stimulation
44.565	0.105	8914	8934	0	stimulation
45.2	0.105	9041	9061	0	stimulation
62.82	0.105	12565	12585	0	stimulation
63.47	0.105	12695	12715	0	stimulation
64.12	0.105	12825	12845	0	stimulation
64.77	0.105	12955	12975	0	stimulation
